"geneName"
"ACTB"
"B2M"
"CCL5"
"CD99"
"CFL1"
"CLU"
"DYNLL1"
"F13A1"
"FLNA"
"FTH1"
"FTH1P5"
"GNAS"
"GPX1"
"H2AC18"
"H2AC20"
"H2AC6"
"H2BC14"
"H3-3A"
"HBB"
"HLA-C"
"HLA-E"
"ITGA2B"
"ITM2B"
"MLH3"
"MYL12A"
"MYL6"
"NCOA4"
"NRGN"
"OAZ1"
"PF4"
"PGRMC1"
"PKM"
"PPBP"
"PTMA"
"RGS10"
"RNF24"
"RPL41"
"SPARC"
"TAGLN2"
"TLN1"
"TMSB4X"
"TUBA4A"
"UBC"
"YWHAH"
"GP9"
"TREML1"
"CMTM5"
"ITGB3"
"TMEM40"
"PDZK1IP1"
"TUBB1"
"CTTN"
"AC147651.1"
"CXCL5"
"LTBP1"
"MYL9"
"CAVIN2"
"CLDN5"
"ENKUR"
"CLEC1B"
"GNG11"
"TAL1"
"LGALSL"
"LCN2"
"PDGFA"
"MPIG6B"
"HGD"
"AP001189.1"
"C2orf88"
"PTCRA"
"ITGB5"
"GFI1B"
"ACRBP"
"PRKAR2B"
"MYLK"
"ESAM"
"GNAZ"
"SMOX"
"ARHGAP6"
"SELP"
"FAXDC2"
"PDE5A"
"TRIM58"
"CALD1"
"HIST1H2BJ"
"TNNC2"
"SMIM5"
"GMPR"
"SH3BGRL2"
