"geneName"
"GP1BA"
"GP1BB"
"GP9"
"ITGA2B"
"ITGB3"
"SLC35A1"
"CMTM5"
"PPBP"
"TREML1"
"CLDN5"
"TMEM40"
"PDZK1IP1"
"CTTN"
"LTBP1"
"MYL9"
"TUBB1"
"AC147651.1"
"PF4"
"BEND2"
"LGALSL"
"AL731557.1"
"CAVIN2"
"ALOX12"
"SPX"
"GNG11"
"CXCL5"
"AC090409.1"
"CLEC1B"
"PDGFA"
"TAL1"
"SPARC"
"ENKUR"
"MPIG6B"
"PTCRA"
"HGD"
"CLU"
"AP001189.1"
"LCN2"
"C2orf88"
"ITGB5"
"ESAM"
"GFI1B"
"MFAP3L"
"MYLK"
"PRKAR2B"
"ACRBP"
"SELP"
"SMOX"
"GNAZ"
"ARHGAP6"
"TMEM158"
"TRIM58"
