"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"TREML1"
"PPBP"
"PDZK1IP1"
"TMEM40"
"ITGA2B"
"CTTN"
"TUBB1"
"CLDN5"
"AC147651.1"
"ITGB3"
"MYL9"
"CAVIN2"
"CXCL5"
"GNG11"
"CLEC1B"
"ENKUR"
"LGALSL"
"SPARC"
"TAL1"
"PDGFA"
"AP001189.1"
"MPIG6B"
"CLU"
"PTCRA"
"C2orf88"
"ITGB5"
"PRKAR2B"
"ACRBP"
"MYLK"
"SMOX"
"ESAM"
"ARHGAP6"
"TMEM158"
"GNAZ"
"IL1A"
"CCL20"
"IL6"
"FAXDC2"
"TRIM58"
"PDE5A"
"CXCL3"
"TNNC2"
"HIST1H2BJ"
"GMPR"
"SMIM5"
"NRGN"
