"Method","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"WeightedAUCell",0.91819857585763,0.709001591838831,0.886544100336023,0.787894927053811,-0.122064732986479,2026-01-20 13:30:24.940371
