"geneName"
"ACTB"
"B2M"
"CCL5"
"CD99"
"CFL1"
"CLU"
"DYNLL1"
"F13A1"
"FLNA"
"FTH1"
"FTH1P5"
"GNAS"
"GPX1"
"H2AC18"
"H2AC20"
"H2AC6"
"H2BC14"
"H3-3A"
"HBB"
"HLA-C"
"HLA-E"
"ITGA2B"
"ITM2B"
"MLH3"
"MYL12A"
"MYL6"
"NCOA4"
"NRGN"
"OAZ1"
"PF4"
"PGRMC1"
"PKM"
"PPBP"
"PTMA"
"RGS10"
"RNF24"
"RPL41"
"SPARC"
"TAGLN2"
"TLN1"
"TMSB4X"
"TUBA4A"
"UBC"
"YWHAH"
"GP9"
"TREML1"
"CMTM5"
"ITGB3"
"TUBB1"
"TMEM40"
"PDZK1IP1"
"CTTN"
"LTBP1"
"CXCL5"
"MYL9"
"AC147651.1"
"CAVIN2"
"CLDN5"
"ENKUR"
"GNG11"
"CLEC1B"
"TAL1"
"LGALSL"
"HGD"
"PDGFA"
"MPIG6B"
"AP001189.1"
"LCN2"
"ITGB5"
"PTCRA"
"PRKAR2B"
"C2orf88"
"ACRBP"
"MYLK"
"SMOX"
"GFI1B"
"ESAM"
"GNAZ"
"ARHGAP6"
"SELP"
"TMEM158"
"FAXDC2"
"TRIM58"
"PDE5A"
"C19orf33"
"TNNC2"
"HIST1H2BJ"
"GMPR"
