"geneName"
"ADAMTS18"
"ADGRG1"
"ALOX12"
"APOE"
"C1QTNF1"
"CD9"
"CEACAM1"
"CELA2A"
"CTSG"
"EMILIN1"
"EMILIN2"
"F11R"
"F2"
"FCER1G"
"FLNA"
"FUNDC2"
"GNAQ"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"HRG"
"HTR2A"
"IL6"
"IL6R"
"IL6ST"
"JAK2"
"LYN"
"MFSD2B"
"MMRN1"
"NOS3"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PLA2G4A"
"PLEK"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PTPRJ"
"SELP"
"SERPINE2"
"SH2B3"
"SVEP1"
"SYK"
"TEC"
"THBD"
"TLR4"
"TMX1"
"UBASH3B"
"VPS33B"
"LGALSL"
"CMTM5"
"TMEM40"
"CLEC1B"
"PPBP"
"CLDN5"
"ITGA2B"
"ITGB3"
"CTTN"
"PTCRA"
"PDZK1IP1"
"MYL9"
"TREML1"
"PF4"
"TUBB1"
"AC147651.1"
"MPIG6B"
"ARHGAP6"
"CAVIN2"
"GNG11"
"MYLK"
"CXCL5"
"TRIM58"
"PRKAR2B"
"SPARC"
"GNAZ"
"CLU"
"ENKUR"
"ACRBP"
"SMOX"
"C2orf88"
"STON2"
"PDE5A"
"GMPR"
"FAXDC2"
"CTDSPL"
"NRGN"
"HIST1H2BJ"
"ASAP2"
"CXCL3"
"AP003068.2"
"SCN1B"
"SH3BGRL2"
"IGF2BP3"
"CCL20"
"SMIM5"
