"celltype_clean","celltype.l3","FP_Count","TP_Count","Mean_Z","Cell_Count","Method","Signature","Ext","Mode"
"B-cells","B intermediate kappa",0,0,-0.494025336780556,28,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","B intermediate lambda",0,0,-0.35600941004026,142,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","B memory kappa",0,0,-0.501209921102816,35,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","B memory lambda",0,0,-0.556236993218979,30,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","B naive kappa",0,0,-0.587167493929879,205,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","B naive lambda",0,0,-0.539578951068298,15,"UCell","GOBP_REG",TRUE,"percentile"
"B-cells","Plasma",0,0,-0.246380451146781,2,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","CD14 Mono",35,9172,0.960105409542036,25717,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","CD16 Mono",2,56,0.690439584565692,293,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","Doublet",0,48,1.10005376877528,109,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","HSPC",0,0,-0.133870182118102,1,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","Platelet",0,59,5.88995283676602,59,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","cDC1",0,0,0.204541140116855,2,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","cDC2_1",0,6,0.373767605232104,87,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","cDC2_2",0,0,0.202056130696569,25,"UCell","GOBP_REG",TRUE,"percentile"
"Classical-Monocytes","pDC",0,1,0.298756261051305,5,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","ASDC_mDC",0,0,0.416647455990051,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD14 Mono",2,25,0.74975383057247,94,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD16 Mono",0,4,0.444369189104508,54,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 CTL",0,0,-0.616930576317319,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 Naive",0,0,-0.573470864324192,28,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 TCM_1",0,0,-0.549003724328961,20,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 TCM_2",0,0,-0.643854772870965,10,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 TCM_3",0,0,-0.600209420989298,17,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 TEM_1",0,0,-0.649852059385277,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD4 TEM_3",0,0,-0.586762450143604,7,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 Naive",0,0,-0.623080594163017,36,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 Naive_2",0,0,-0.723179404287011,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 Proliferating",0,0,-0.744947695468646,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TCM_1",0,0,-0.563170234724919,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TCM_2",0,0,-0.658233259136108,3,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TCM_3",0,0,-0.626339043741891,3,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TEM_1",0,0,-0.462973201350187,7,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TEM_2",0,0,-0.308310016620825,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TEM_4",0,0,-0.261936218777702,4,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","CD8 TEM_5",0,0,-0.0133374417325935,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","Doublet",0,11,1.7211184197381,16,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","HSPC",0,0,-0.535189419992571,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","MAIT",0,0,-0.600983468620211,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","NK Proliferating",0,0,-0.307918676554641,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","NK_1",0,0,-0.600934551111937,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","NK_3",0,0,0.036264911656569,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","NK_CD56bright",0,0,-0.368967726879766,1,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","Platelet",2,14,6.26681888042002,17,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","Treg Memory",0,0,-0.54766338460227,2,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","Treg Naive",0,0,-0.598023959369674,4,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","cDC2_1",0,0,0.370958503262753,8,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","cDC2_2",0,0,0.22324719528058,15,"UCell","GOBP_REG",TRUE,"percentile"
"DCs","dnT_2",0,0,-0.466411403360256,1,"UCell","GOBP_REG",TRUE,"percentile"
