"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Method","Signature","Ext","Mode"
"B-cells","B intermediate kappa",0,0,0,36,-0.575242178396587,36,1,0.499999986111112,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","B intermediate lambda",0,0,0,166,-0.289982330714759,166,1,0.499999996987952,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","B memory kappa",0,0,1,44,-0.607392748638836,45,0.977777777777778,0.499999988636364,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","B memory lambda",0,0,0,34,-0.70658354829203,34,1,0.499999985294118,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","B naive kappa",0,0,1,247,-0.755165285474162,248,0.995967741935484,0.499999997975708,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","B naive lambda",0,0,0,20,-0.714477712780505,20,1,0.499999975000001,"UCell","GOBP_REG",FALSE,"kmeans"
"B-cells","Plasma",0,0,0,1,-0.608954313492713,1,1,0.4999995000005,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","CD14 Mono",18758,70,14372,117,1.095712178367,33317,0.566527598523276,0.595931113952791,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","CD16 Mono",289,4,197,2,1.1361179490885,492,0.591463414634146,0.463991741157772,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","Doublet",80,0,60,0,1.14909182097726,140,0.571428571428571,0.285714283673469,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","Eryth",3,0,8,0,0.730394865305811,11,0.272727272727273,0.136363623966943,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","HSPC",0,0,1,0,0.081776419568545,1,0,0,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","Platelet",52,0,10,0,3.2756992717757,62,0.838709677419355,0.41935483194589,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","cDC1",0,0,3,0,0.456486555804394,3,0,0,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","cDC2_1",47,0,118,0,0.896317277362357,165,0.284848484848485,0.142424241561065,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","cDC2_2",2,0,42,0,0.711823525037824,44,0.0454545454545455,0.0227272722107438,"UCell","GOBP_REG",FALSE,"kmeans"
"Classical-Monocytes","pDC",0,0,5,0,0.29176327328521,5,0,0,"UCell","GOBP_REG",FALSE,"kmeans"
