"celltype_clean","celltype.l3","celltype.l1","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Method","Signature","Ext","Mode"
"B-cells","B intermediate kappa","B",0,0,0,36,-0.449370680201788,36,1,0.499999986111112,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","B intermediate lambda","B",0,2,0,164,-0.282924128819732,166,0.987951807228916,0.493975900638699,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","B memory kappa","B",0,0,1,44,-0.28236387838583,45,0.977777777777778,0.499999988636364,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","B memory lambda","B",0,0,0,34,-0.266004343100377,34,1,0.499999985294118,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","B naive kappa","B",0,0,1,247,-0.472507992691992,248,0.995967741935484,0.499999997975708,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","B naive lambda","B",0,0,0,20,-0.493268755473697,20,1,0.499999975000001,"UCell","GNATENKO",TRUE,"youden_dual"
"B-cells","Plasma","B",0,0,0,1,-1.4026763397735,1,1,0.4999995000005,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","CD14 Mono","Mono",29916,160,3214,27,0.387884461589241,33317,0.898730377885164,0.523686627065285,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","CD16 Mono","Mono",456,5,30,1,0.252042964557417,492,0.928861788617886,0.552469120948283,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","Doublet","other",131,0,9,0,0.733750084635801,140,0.935714285714286,0.467857139515306,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","Eryth","other",10,0,1,0,0.829577095918366,11,0.909090909090909,0.454545413223144,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","HSPC","other",0,0,1,0,-0.879987392865787,1,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","Platelet","other",7,0,55,0,12.1686318467758,62,0.112903225806452,0.0564516119927159,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","cDC1","DC",0,0,3,0,0.938882010644009,3,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","cDC2_1","DC",98,0,67,0,0.753412792844731,165,0.593939393939394,0.296969695169881,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","cDC2_2","DC",12,0,32,0,0.711188604118986,44,0.272727272727273,0.136363633264463,"UCell","GNATENKO",TRUE,"youden_dual"
"Classical-Monocytes","pDC","DC",0,0,5,0,0.788793676070859,5,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","ASDC_mDC","DC",0,1,0,0,0.910984928717611,1,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD14 Mono","Mono",86,7,22,2,0.297026624141236,117,0.752136752136752,0.509259243227025,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD16 Mono","Mono",50,5,15,0,0.180148691643459,70,0.714285714285714,0.384615378698225,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 CTL","CD4 T",0,0,3,2,0.22062875697304,5,0.4,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 Naive","CD4 T",0,0,19,21,-0.609734835414049,40,0.525,0.499999976190477,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 TCM_1","CD4 T",0,0,14,15,-0.388527935835707,29,0.517241379310345,0.499999966666669,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 TCM_2","CD4 T",0,0,3,2,0.421996199126086,5,0.4,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 TCM_3","CD4 T",0,0,17,5,-0.130108099040307,22,0.227272727272727,0.49999990000002,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 TEM_1","CD4 T",0,0,1,2,0.421752142030254,3,0.666666666666667,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD4 TEM_3","CD4 T",0,0,5,3,-0.100555465665223,8,0.375,0.499999833333389,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 Naive","CD8 T",0,0,29,15,-0.398624060830982,44,0.340909090909091,0.499999966666669,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 Naive_2","CD8 T",0,0,0,1,-0.388008963850316,1,1,0.4999995000005,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 Proliferating","CD8 T",0,0,1,0,0.102952560599187,1,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TCM_1","CD8 T",0,0,0,2,-0.0760226430112377,2,1,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TCM_2","CD8 T",0,0,2,2,-0.067938251711789,4,0.5,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TCM_3","CD8 T",0,0,2,1,-0.180323154660721,3,0.333333333333333,0.4999995000005,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TEM_1","CD8 T",0,0,7,2,0.0749085924577044,9,0.222222222222222,0.499999750000125,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TEM_2","CD8 T",0,0,2,0,0.288435953431808,2,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TEM_4","CD8 T",0,0,2,5,0.43068637500269,7,0.714285714285714,0.49999990000002,"UCell","GNATENKO",TRUE,"youden_dual"
"DCs","CD8 TEM_5","CD8 T",0,0,1,0,0.410871263174393,1,0,0,"UCell","GNATENKO",TRUE,"youden_dual"
