geneName
ADAMTS18
ADGRG1
ALOX12
APOE
C1QTNF1
CD9
CEACAM1
CELA2A
CTSG
EMILIN1
EMILIN2
F11R
F2
FCER1G
FLNA
FUNDC2
GNAQ
GP1BA
GP1BB
GP5
GP6
GP9
HRG
HTR2A
IL6
IL6R
IL6ST
JAK2
LYN
MFSD2B
MMRN1
NOS3
PDGFA
PDGFB
PDGFRA
PDPN
PEAR1
PLA2G4A
PLEK
PRKCA
PRKCD
PRKCQ
PRKG1
PTPRJ
SELP
SERPINE2
SH2B3
SVEP1
SYK
TEC
THBD
TLR4
TMX1
UBASH3B
VPS33B
