geneName
AGER
AIF1
APP
AZU1
C1QA
C5AR1
CALHM2
CCL3
CLU
CST7
CTSC
CX3CL1
CX3CR1
FPR2
GRN
IFNG
IFNGR1
IFNGR2
IL13
IL33
IL6
ITGAM
ITGB2
JAK2
JUN
KCNJ8
LDLR
LRRK2
MAPT
MIR128-1
MIR142
MIR181C
MMP8
MYD88
NAGLU
NR1D1
PTPRC
SCNN1B
SNCA
SPHK1
STAP1
SYT11
TAFA3
TLR1
TLR3
TLR6
TLR9
TNF
TRAF3IP2
TREM2
TTBK1
TYROBP
