geneName
ACTB
B2M
CCL5
CD99
CFL1
CLU
DYNLL1
F13A1
FLNA
FTH1
FTH1P5
GNAS
GPX1
H2AC18
H2AC20
H2AC6
H2BC14
H3-3A
HBB
HLA-C
HLA-E
ITGA2B
ITM2B
MLH3
MYL12A
MYL6
NCOA4
NRGN
OAZ1
PF4
PGRMC1
PKM
PPBP
PTMA
RGS10
RNF24
RPL41
SPARC
TAGLN2
TLN1
TMSB4X
TUBA4A
UBC
YWHAH
