"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","MANNE_COVID19_UP",0.57583672372857,0.588369662007821,0.325257367891617,0.418927114345573,0.668545219589915,2026-01-22 21:54:25.361262
