"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","HP_ABNORMAL",0.507718702960274,0.362210526315789,0.0736468120625816,0.122405421268876,0.00729175683078033,2026-01-22 14:21:21.463835
