"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","MANNE_COVID19_UP",0.550789018120081,0.583447040764114,0.292853626693491,0.389967937299608,0.78084107544121,2026-01-22 22:25:36.11685
