"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","GOBP_REGULATION",0.912903428216138,0.666854839974283,0.910172720073625,0.769743153474397,-0.0453125017973529,2026-01-21 14:39:26.76515
