"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","MANNE_COVID19_DN",0.848307507866133,0.658977715584044,0.937332791130707,0.773886307009949,-0.21698253130396,2026-01-21 20:52:54.002167
