"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","WP_PLATELETMEDIATED",0.66602145853807,0.558505111446288,0.356633777796802,0.435303952558844,0.116238363560802,2026-01-23 02:57:37.786972
