"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","REACTOME_PLATELET",0.938903259515978,0.742883299937815,0.920467435738287,0.822195669837022,0.208343184351616,2026-01-23 03:11:44.750513
