"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","GNATENKO_PLATELET",0.785821307948253,0.507592621474854,0.766217922650515,0.610650564595913,-0.032181293883342,2026-01-22 13:57:59.065708
