"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","HP_ABNORMAL",0.604406360112285,0.458512191883878,0.443507480255977,0.450885037588259,-0.0907362576836156,2026-01-22 14:08:55.683061
