"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","GNATENKO_PLATELET",0.758550926438073,0.475062503188938,0.797102069644501,0.595321254166034,-0.0772133146449485,2026-01-22 13:37:55.105772
