"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","WP_PLATELETMEDIATED",0.621720788607139,0.397049888611355,0.503520749951844,0.443991507430998,-0.0792925412789377,2026-01-23 02:30:50.452538
