"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","HP_ABNORMAL",0.507434874762288,0.404690567207356,0.0838345140508957,0.138895783837453,0.0256140724170959,2026-01-22 15:50:29.106008
