"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"UCell","GOBP_REGULATION",0.92803121182025,0.714733276883997,0.903302442052094,0.79802974294007,-0.000628174950767007,2026-01-21 15:23:26.519865
