"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","REACTOME_PLATELET",0.926128884919516,0.698540320650873,0.93718297198382,0.800453348932436,0.186293592780076,2026-01-23 09:59:32.124922
