"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","GNATENKO_PLATELET",0.701891864149726,0.437003345328676,0.886287267512788,0.585374817998049,-0.191460612998573,2026-01-22 13:38:43.962616
