"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","MANNE_COVID19_UP",0.55802994201898,0.570500499730914,0.317637994135651,0.408072920246917,0.745561414326223,2026-01-22 17:46:40.128894
