"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","MANNE_COVID19_DN",0.846595494171142,0.631840357373773,0.920274811120861,0.749257242430843,-0.163302883635694,2026-01-22 13:25:43.155095
