"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","MANNE_COVID19_DN",0.849484238683571,0.650847761729613,0.931661066284271,0.766339509704679,-0.221697022225886,2026-01-22 13:31:36.893058
