"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AddModuleScore","GOBP_REGULATION",0.929707564589312,0.723122709082961,0.920467435738287,0.809947550307447,-0.0457010632052126,2026-01-21 14:55:34.151496
