"Method","Signature","AUC","Precision","Recall","F1_Score","Threshold","Timestamp"
"AUCell","REACTOME_PLATELET",0.931010707797526,0.72231274462045,0.9203176165914,0.809381293880701,0.225742416068693,2026-01-23 10:00:02.129977
