"geneName"
"ADAMTS18"
"ADGRG1"
"ALOX12"
"APOE"
"C1QTNF1"
"CD9"
"CEACAM1"
"CELA2A"
"CTSG"
"EMILIN1"
"EMILIN2"
"F11R"
"F2"
"FCER1G"
"FLNA"
"FUNDC2"
"GNAQ"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"HRG"
"HTR2A"
"IL6"
"IL6R"
"IL6ST"
"JAK2"
"LYN"
"MFSD2B"
"MMRN1"
"NOS3"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PLA2G4A"
"PLEK"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PTPRJ"
"SELP"
"SERPINE2"
"SH2B3"
"SVEP1"
"SYK"
"TEC"
"THBD"
"TLR4"
"TMX1"
"UBASH3B"
"VPS33B"
"CMTM5"
"PPBP"
"TREML1"
"ITGA2B"
"TUBB1"
"PF4"
"CAVIN2"
"MYL9"
"GNG11"
"SPARC"
"PTCRA"
"MPIG6B"
"C2orf88"
"ACRBP"
"CLU"
"PRKAR2B"
"TRIM58"
"GMPR"
"CCL20"
"IL1A"
"CXCL3"
"NRGN"
"TNFAIP6"
"CTDSPL"
"MIR3945HG"
"KCNJ2"
"DNAAF1"
"CA2"
"AP003068.2"
"HIST1H3H"
"CXCL2"
"AC025580.2"
"IL1B"
"CCL4L2"
"MAP3K7CL"
"F3"
"KCNJ2-AS1"
"PTX3"
"TSC22D1"
"C15orf48"
"CCL3"
"AP003354.2"
"FFAR2"
"PTGES"
"CCL3L1"
"IL1RN"
"ADORA2A-AS1"
