"geneName"
"GP1BA"
"GP1BB"
"GP9"
"ITGA2B"
"ITGB3"
"SLC35A1"
"CMTM5"
"TMEM40"
"PPBP"
"TREML1"
"CLDN5"
"PDZK1IP1"
"CTTN"
"CLEC1B"
"TUBB1"
"AC147651.1"
"PF4"
"ENKUR"
"LGALSL"
"MYL9"
"CAVIN2"
"PDGFA"
"TAL1"
"GNG11"
"CXCL5"
"PTCRA"
"MPIG6B"
"SPARC"
"C2orf88"
"ESAM"
"ACRBP"
"ITGB5"
"MYLK"
"CLU"
"PRKAR2B"
"SMOX"
"ARHGAP6"
"GNAZ"
"TRIM58"
"PDE5A"
"HIST1H2BJ"
"STON2"
"GMPR"
"SMIM5"
"HIST1H3H"
"SH3BGRL2"
"AP003068.2"
"NT5M"
"TSC22D1"
"NRGN"
"CA2"
