"geneName"
"ADAMTS18"
"ADGRG1"
"ALOX12"
"APOE"
"C1QTNF1"
"CD9"
"CEACAM1"
"CELA2A"
"CTSG"
"EMILIN1"
"EMILIN2"
"F11R"
"F2"
"FCER1G"
"FLNA"
"FUNDC2"
"GNAQ"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"HRG"
"HTR2A"
"IL6"
"IL6R"
"IL6ST"
"JAK2"
"LYN"
"MFSD2B"
"MMRN1"
"NOS3"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PLA2G4A"
"PLEK"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PTPRJ"
"SELP"
"SERPINE2"
"SH2B3"
"SVEP1"
"SYK"
"TEC"
"THBD"
"TLR4"
"TMX1"
"UBASH3B"
"VPS33B"
"CMTM5"
"PPBP"
"TREML1"
"ITGA2B"
"TUBB1"
"PF4"
"CAVIN2"
"MYL9"
"GNG11"
"SPARC"
"MPIG6B"
"ACRBP"
"C2orf88"
"CLU"
"PRKAR2B"
"TRIM58"
"GMPR"
"NRGN"
"CTDSPL"
"CXCL3"
"CCL20"
"AP003068.2"
"IL1A"
"HIST1H3H"
"CA2"
"MAP3K7CL"
"TSC22D1"
"TNFAIP6"
"CXCL2"
"F3"
"KCNJ2"
"IL1B"
"MIR3945HG"
"RNASE1"
"DNAAF1"
"AC025580.2"
"CCL4L2"
"AP003354.2"
"KCNJ2-AS1"
"SCN1B"
"PTX3"
"RGS18"
"CCL3"
"SDC4"
"LINC00309"
"C15orf48"
"GAS2L1"
