"geneName"
"GP1BA"
"GP1BB"
"GP9"
"ITGA2B"
"ITGB3"
"SLC35A1"
"CMTM5"
"TMEM40"
"CLDN5"
"TREML1"
"PPBP"
"CTTN"
"CLEC1B"
"TUBB1"
"AC147651.1"
"PF4"
"MYL9"
"CAVIN2"
"GNG11"
"PTCRA"
"MPIG6B"
"SPARC"
"C2orf88"
"ACRBP"
"MYLK"
"CLU"
"PRKAR2B"
"SMOX"
"ARHGAP6"
"TRIM58"
"PDE5A"
"HIST1H2BJ"
"GMPR"
"HIST1H3H"
"SH3BGRL2"
"AP003068.2"
"TSC22D1"
"NRGN"
"CA2"
"MAP3K7CL"
"HIST1H2AC"
"RAB27B"
"MMD"
"CTDSPL"
"MTURN"
"RGS18"
"CD9"
"ANKRD9"
"TMEM140"
"SNCA"
"AP000547.3"
"FRMD3"
