"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"TREML1"
"PPBP"
"ITGA2B"
"TUBB1"
"CAVIN2"
"MYL9"
"GNG11"
"SPARC"
"MPIG6B"
"C2orf88"
"ACRBP"
"CLU"
"PRKAR2B"
"IL1A"
"IL6"
"CCL20"
"CXCL3"
"TNFAIP6"
"GMPR"
"AC025580.2"
"MIR3945HG"
"CTDSPL"
"C15orf48"
"CXCL2"
"F3"
"KCNJ2"
"HIST1H3H"
"NRGN"
"AP003068.2"
"DNAAF1"
"KCNJ2-AS1"
"CCL4L2"
"PTX3"
"TSC22D1"
"RNASE1"
"AP003354.2"
"SDC4"
"CCL3"
"ADORA2A-AS1"
"MAP3K7CL"
"FOSL1"
"THBS1"
"PTGES"
"UPB1"
"LAMB3"
