"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"TREML1"
"PPBP"
"ITGA2B"
"TUBB1"
"IL1A"
"CAVIN2"
"CCL20"
"MYL9"
"IL6"
"GNG11"
"CXCL3"
"SPARC"
"MPIG6B"
"C2orf88"
"ACRBP"
"MIR3945HG"
"F3"
"TNFAIP6"
"CLU"
"AC025580.2"
"AL031590.1"
"KCNJ2-AS1"
"CXCL2"
"CCL4L2"
"PRKAR2B"
"KCNJ2"
"C15orf48"
"DNAAF1"
"AP003354.2"
"CCL3"
"PTX3"
"CTDSPL"
"ADORA2A-AS1"
"UPB1"
"CCL3L1"
"CCL4"
"LINC00309"
"IL1RN"
"GMPR"
"PTGES"
"RNASE1"
"SDC4"
"FOSL1"
"FFAR2"
"SLC1A2"
"LAMB3"
