"geneName"
"GP1BA"
"GP1BB"
"GP9"
"ITGA2B"
"ITGB3"
"SLC35A1"
"CMTM5"
"TREML1"
"PPBP"
"TUBB1"
"PF4"
"CAVIN2"
"MYL9"
"GNG11"
"SPARC"
"MPIG6B"
"PTCRA"
"C2orf88"
"ACRBP"
"CLU"
"PRKAR2B"
"GMPR"
"HIST1H3H"
"AP003068.2"
"NRGN"
"TSC22D1"
"CA2"
"MAP3K7CL"
"HIST1H2AC"
"RGS18"
"CTDSPL"
"RAB27B"
"CD9"
"MTURN"
"SNCA"
"MMD"
"AP000547.3"
"TMEM140"
"ANKRD9"
"FRMD3"
"NEXN"
"PTGS1"
"GAS2L1"
"DAB2"
"PGRMC1"
"F13A1"
"ABCC3"
"RUFY1"
"TSPAN33"
"TPM1"
"MPP1"
"SENCR"
"MGLL"
