"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"ITGA2B"
"TMEM40"
"TREML1"
"PPBP"
"TUBB1"
"CTTN"
"MYL9"
"AC147651.1"
"CAVIN2"
"GNG11"
"SPARC"
"MPIG6B"
"PTCRA"
"CLU"
"C2orf88"
"MYLK"
"ACRBP"
"PRKAR2B"
"IL6"
"IL1A"
"TRIM58"
"CCL20"
"CXCL3"
"GMPR"
"CTDSPL"
"TNFAIP6"
"C15orf48"
"AC025580.2"
"NRGN"
"F3"
"MIR3945HG"
"CXCL2"
"AP003068.2"
"KCNJ2"
"SH3BGRL2"
"MAP3K7CL"
"CCL4L2"
"KCNJ2-AS1"
"DNAAF1"
"HIST1H3H"
"AP003354.2"
"ADORA2A-AS1"
"PTX3"
"CCL3"
"SDC4"
"FOSL1"
