"geneName"
"ADAMTS18"
"ADGRG1"
"ALOX12"
"APOE"
"C1QTNF1"
"CD9"
"CEACAM1"
"CELA2A"
"CTSG"
"EMILIN1"
"EMILIN2"
"F11R"
"F2"
"FCER1G"
"FLNA"
"FUNDC2"
"GNAQ"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"HRG"
"HTR2A"
"IL6"
"IL6R"
"IL6ST"
"JAK2"
"LYN"
"MFSD2B"
"MMRN1"
"NOS3"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PLA2G4A"
"PLEK"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PTPRJ"
"SELP"
"SERPINE2"
"SH2B3"
"SVEP1"
"SYK"
"TEC"
"THBD"
"TLR4"
"TMX1"
"UBASH3B"
"VPS33B"
"CMTM5"
"PPBP"
"ITGA2B"
"TREML1"
"PF4"
"MYL9"
"TUBB1"
"PTCRA"
"MPIG6B"
"CAVIN2"
"SPARC"
"TRIM58"
"GNG11"
"C2orf88"
"PRKAR2B"
"ACRBP"
"CLU"
"CCL20"
"GMPR"
"CXCL3"
"CTDSPL"
"NRGN"
"IL1A"
"TNFAIP6"
"IL1B"
"KCNJ2"
"MIR3945HG"
"CXCL2"
"AP003354.2"
"F3"
"DNAAF1"
"GAS2L1"
"AP003068.2"
"KCNJ2-AS1"
"CCL4L2"
"C15orf48"
"CA2"
"SDC4"
"CCL3"
"RNASE1"
"PTX3"
"TSC22D1"
"MAP3K7CL"
"SNCA"
"RGS18"
"IL1RN"
"LINC00309"
