"geneName"
"ADAMTS18"
"ADGRG1"
"ALOX12"
"APOE"
"C1QTNF1"
"CD9"
"CEACAM1"
"CELA2A"
"CTSG"
"EMILIN1"
"EMILIN2"
"F11R"
"F2"
"FCER1G"
"FLNA"
"FUNDC2"
"GNAQ"
"GP1BA"
"GP1BB"
"GP5"
"GP6"
"GP9"
"HRG"
"HTR2A"
"IL6"
"IL6R"
"IL6ST"
"JAK2"
"LYN"
"MFSD2B"
"MMRN1"
"NOS3"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDPN"
"PEAR1"
"PLA2G4A"
"PLEK"
"PRKCA"
"PRKCD"
"PRKCQ"
"PRKG1"
"PTPRJ"
"SELP"
"SERPINE2"
"SH2B3"
"SVEP1"
"SYK"
"TEC"
"THBD"
"TLR4"
"TMX1"
"UBASH3B"
"VPS33B"
"TMEM40"
"CMTM5"
"PPBP"
"ITGA2B"
"TREML1"
"CTTN"
"TUBB1"
"MYL9"
"PF4"
"CAVIN2"
"AC147651.1"
"SPARC"
"MPIG6B"
"PTCRA"
"GNG11"
"CLU"
"MYLK"
"C2orf88"
"TRIM58"
"PRKAR2B"
"SMOX"
"ACRBP"
"ARHGAP6"
"CCL20"
"GMPR"
"NRGN"
"IL1A"
"CTDSPL"
"CXCL3"
"TNFAIP6"
"MIR3945HG"
"AC025580.2"
"KCNJ2"
"MAP3K7CL"
"AP003068.2"
"IL1B"
"CA2"
"SH3BGRL2"
"CXCL2"
"C15orf48"
"DNAAF1"
"KCNJ2-AS1"
"PTX3"
"CCL4L2"
"F3"
"TSC22D1"
"HIST1H3H"
