"geneName"
"ACTB"
"B2M"
"CCL5"
"CD99"
"CFL1"
"CLU"
"DYNLL1"
"F13A1"
"FLNA"
"FTH1"
"FTH1P5"
"GNAS"
"GPX1"
"H2AC18"
"H2AC20"
"H2AC6"
"H2BC14"
"H3-3A"
"HBB"
"HLA-C"
"HLA-E"
"ITGA2B"
"ITM2B"
"MLH3"
"MYL12A"
"MYL6"
"NCOA4"
"NRGN"
"OAZ1"
"PF4"
"PGRMC1"
"PKM"
"PPBP"
"PTMA"
"RGS10"
"RNF24"
"RPL41"
"SPARC"
"TAGLN2"
"TLN1"
"TMSB4X"
"TUBA4A"
"UBC"
"YWHAH"
"GP9"
"CMTM5"
"TREML1"
"TMEM40"
"CTTN"
"TUBB1"
"AC147651.1"
"CAVIN2"
"MYL9"
"CLDN5"
"GNG11"
"MPIG6B"
"C2orf88"
"PRKAR2B"
"ACRBP"
"PTCRA"
"MYLK"
"ARHGAP6"
"TRIM58"
"GMPR"
"HIST1H2BJ"
"AP003068.2"
"HIST1H3H"
"SH3BGRL2"
"MAP3K7CL"
"CA2"
"TSC22D1"
"HIST1H2AC"
"CD9"
"RAB27B"
"AP000547.3"
"TMEM140"
"MTURN"
"ANKRD9"
"RGS18"
"MMD"
"SNCA"
"CTDSPL"
"DAB2"
"PTGS1"
"GAS2L1"
"DMTN"
