"geneName"
"GP1BA"
"GP1BB"
"GP9"
"ITGA2B"
"ITGB3"
"SLC35A1"
"CMTM5"
"PPBP"
"TMEM40"
"TREML1"
"CLDN5"
"CTTN"
"TUBB1"
"ALOX12"
"PDZK1IP1"
"LTBP1"
"AC147651.1"
"AC090409.1"
"PF4"
"MYL9"
"ENKUR"
"CAVIN2"
"TAL1"
"AL731557.1"
"BEND2"
"CLEC1B"
"CXCL5"
"SPARC"
"GNG11"
"LGALSL"
"SPX"
"PDGFA"
"ELOVL7"
"MPIG6B"
"ITGB5"
"HGD"
"C2orf88"
"CLU"
"PTCRA"
"LCN2"
"MFAP3L"
"PRKAR2B"
"MYLK"
"ACRBP"
"AP001189.1"
"ESAM"
"SMOX"
"GFI1B"
"SELP"
"TRIM58"
"ARHGAP6"
"GNAZ"
