"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"TREML1"
"PPBP"
"ITGA2B"
"TMEM40"
"CTTN"
"TUBB1"
"CLDN5"
"AC147651.1"
"MYL9"
"CAVIN2"
"SPARC"
"GNG11"
"MPIG6B"
"CLU"
"C2orf88"
"PTCRA"
"PRKAR2B"
"MYLK"
"ACRBP"
"TRIM58"
"GMPR"
"CCL20"
"IL6"
"IL1A"
"NRGN"
"AP003068.2"
"CTDSPL"
"MAP3K7CL"
"SH3BGRL2"
"CXCL3"
"HIST1H3H"
"TNFAIP6"
"CA2"
"C15orf48"
"TSC22D1"
"AC025580.2"
"MIR3945HG"
"F3"
"CXCL2"
"KCNJ2"
"CCL4L2"
"DNAAF1"
"KCNJ2-AS1"
"PTX3"
"ADORA2A-AS1"
"SDC4"
