"geneName"
"CCL2"
"CCL5"
"CD40"
"CD40LG"
"ICAM1"
"IL1B"
"PF4"
"SELE"
"SELP"
"SELPLG"
"TGFB1"
"TGFB2"
"TGFB3"
"TLR2"
"TLR4"
"TLR7"
"VCAM1"
"GP9"
"CMTM5"
"TREML1"
"TMEM40"
"PPBP"
"CTTN"
"ITGA2B"
"TUBB1"
"CLDN5"
"AC147651.1"
"MYL9"
"CAVIN2"
"CCL20"
"GNG11"
"SPARC"
"IL1A"
"IL6"
"MPIG6B"
"C2orf88"
"CLU"
"PTCRA"
"CXCL3"
"ACRBP"
"PRKAR2B"
"MYLK"
"F3"
"ARHGAP6"
"MIR3945HG"
"TRIM58"
"TNFAIP6"
"C15orf48"
"AC025580.2"
"KCNJ2-AS1"
"CCL4L2"
"CTDSPL"
"CXCL2"
"DNAAF1"
"KCNJ2"
"AP003354.2"
"GMPR"
"CCL3"
"NRGN"
"ADORA2A-AS1"
"PTX3"
"AP003068.2"
"MAP3K7CL"
"HIST1H3H"
"UPB1"
