"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"AUCell","HP_ABNORMAL",FALSE,"gmm_dist_dual",0.509648945683515,0.000915112428098309,0.875,0.00045779560516219,21,3,45851,104728,"gmm_dist_dual",7.43440664562892,5.00233614842097
