"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"UCell","HP_ABNORMAL",FALSE,"gmm_dist_dual",0.506699369430599,0.00139406216645974,0.864864864864865,0.00069759330310429,32,5,45840,104726,"gmm_dist_dual",7.32409315801235,23.0003201842308
