"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"UCell","WP",TRUE,"kmeans",0.710576778026575,0.00809368004132943,0.321917808219178,0.00409836065573771,188,396,45684,104335,"kmeans",5.15299123380894,51.3059267044067
