"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"UCell","REACTOME",TRUE,"gmm_dist_platelet",0.951768710287189,0.721069999521752,0.568341165531626,0.986048133937914,45232,34354,640,70377,"gmm_dist_platelet",-2.53404759619354,58.8755351742109
