"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"AddModuleScore","HP_ABNORMAL",FALSE,"gmm_dist_platelet",0.494362845359965,0.396742595490639,0.59161624891962,0.298439134984304,13690,9450,32182,95281,"gmm_dist_platelet",-0.75900802107675,1.83738635381063
