"Method","Signature","Ext","Mode","AUC","F1","Prec","Rec","TP","FP","FN","TN","Threshold_Used","Threshold_Value","Runtime_Min"
"AUCell","GOBP_REG",FALSE,"gmm_dist_platelet",0.927886577769752,0.706876323808474,0.553279345240296,0.978527206138821,44887,36242,985,68489,"gmm_dist_platelet",-0.337145411264761,5.09746376673381
